distance,enemyBulletPower,myAdvancingVelocity,myLateralAcceleration,myLateralVelocity,type,guessFactor
636.09,3.00,0.81,-0.00,7.96,BULLETHITBULLET,0.41
635.08,3.00,-1.66,-1.92,5.77,MISS,-0.30
624.57,3.00,-0.48,0.00,7.99,MISS,-0.59
634.39,3.00,0.27,1.00,6.87,MISS,0.42
625.54,3.00,-0.92,-1.98,5.93,MISS,-0.22
600.59,3.00,-0.36,-1.86,0.93,MISS,-0.50
631.80,3.00,-1.02,0.00,7.93,MISS,0.10
557.02,0.20,-1.44,0.97,5.99,HIT,-0.11
543.60,0.20,-0.45,-1.95,1.95,MISS,-0.72
644.69,3.00,0.59,0.98,2.94,HIT,0.21
528.84,0.20,1.76,-0.00,7.80,MISS,0.48
553.85,0.20,1.70,-0.00,7.82,MISS,-0.23
566.80,0.20,-0.06,1.49,0.50,MISS,0.38
610.66,0.20,-0.22,0.87,8.00,MISS,-0.20
611.62,0.20,-0.05,-2.00,4.00,MISS,-0.43
613.40,0.20,0.57,-0.00,7.98,MISS,-0.07
610.81,0.20,0.10,-2.00,6.00,MISS,-0.71
652.55,0.20,-1.71,0.96,6.27,MISS,0.47
644.78,0.20,-1.81,0.00,7.79,MISS,-0.18
630.32,0.20,-0.70,-1.99,5.96,MISS,-0.42
642.76,0.20,0.19,1.00,8.00,MISS,0.01
658.29,0.20,0.08,-0.00,8.00,MISS,-0.62
660.06,0.20,0.13,1.00,5.00,HIT,0.90
617.39,0.20,1.76,0.00,7.80,BULLETHITBULLET,0.89
633.31,0.20,1.68,0.00,7.82,MISS,0.47
662.11,0.20,1.41,0.00,7.87,BULLETHITBULLET,0.49
650.97,0.20,1.63,0.00,7.83,MISS,-0.06
640.04,0.20,0.26,1.00,7.00,MISS,-0.09
639.50,0.20,0.21,-2.00,6.00,HIT,-0.35
650.61,0.20,1.33,0.99,7.89,MISS,-0.13
639.61,0.20,-0.12,-2.00,6.00,MISS,-0.75
640.01,0.20,0.24,1.00,5.75,MISS,0.62
646.57,0.20,0.98,-0.00,7.94,MISS,0.02
680.50,0.20,1.75,-0.00,7.81,MISS,-0.59
721.65,0.20,-1.42,0.94,3.74,MISS,0.55
695.42,0.20,-2.24,0.00,7.68,MISS,0.28
643.96,0.20,0.13,1.00,1.49,BULLETHITBULLET,0.79
670.88,0.20,-1.23,0.00,7.90,MISS,-0.10
722.40,3.00,-0.71,0.93,1.87,MISS,0.23
651.61,0.20,0.09,1.00,4.00,MISS,0.17
644.97,0.20,-0.22,0.98,1.23,MISS,0.41
681.22,0.20,0.60,0.98,2.81,MISS,-0.64
689.32,0.20,-1.37,0.96,4.87,MISS,0.48
670.70,0.20,-1.31,-0.00,7.89,MISS,-0.10
656.50,0.20,-0.51,1.00,6.98,MISS,-0.68
593.94,0.20,1.07,0.98,5.90,MISS,0.74
548.70,0.20,2.07,0.00,7.73,MISS,0.45
220.23,3.00,6.72,-0.00,4.34,MISS,-0.32
352.80,3.00,4.95,-0.00,6.28,MISS,0.02
449.69,3.00,-1.58,0.95,4.75,MISS,-0.80
462.46,3.00,2.02,0.00,7.74,MISS,0.99
506.69,3.00,0.84,0.00,7.96,MISS,0.73
517.67,3.00,-1.11,0.00,7.92,MISS,0.13
520.23,3.00,0.68,0.00,7.97,MISS,-0.52
576.81,3.00,-0.56,0.99,3.96,MISS,0.95
596.81,3.00,-1.90,0.96,6.74,MISS,0.64
542.37,3.00,-1.80,-0.00,7.80,MISS,0.19
541.34,3.00,0.69,-0.00,7.97,HIT,-0.28
547.42,3.00,-0.25,0.99,1.53,MISS,0.92
520.86,3.00,-0.97,0.00,7.94,MISS,0.89
470.56,3.00,-0.72,-1.97,3.94,MISS,0.72
471.31,3.00,-1.24,0.00,7.90,MISS,0.12
448.76,3.00,-3.72,0.05,7.04,MISS,-0.56
499.94,3.00,-0.01,1.00,5.00,MISS,0.67
511.60,3.00,-0.68,-0.00,7.97,MISS,0.12
453.53,3.00,1.84,-0.00,7.78,MISS,-0.38
463.86,3.00,-0.12,1.00,3.00,MISS,0.77
500.38,3.00,1.68,-1.92,5.76,MISS,0.19
461.84,3.00,0.25,0.97,0.97,BULLETHITBULLET,0.42
503.29,3.00,-0.50,0.00,7.98,MISS,-0.37
496.13,3.00,-0.59,-0.00,7.98,BULLETHITBULLET,0.63
446.96,3.00,-1.04,-0.00,7.93,MISS,0.00
215.55,3.00,2.84,0.02,4.12,MISS,-0.45
284.69,3.00,-2.72,0.00,7.52,BULLETHITBULLET,0.90
238.86,3.00,1.51,-0.00,7.86,MISS,-0.33
227.57,3.00,-2.74,0.00,7.52,MISS,-0.27
263.70,3.00,2.37,-0.00,7.64,MISS,-0.02
277.19,3.00,-4.40,0.78,5.45,MISS,-0.19
291.62,3.00,3.40,-0.00,7.24,MISS,-0.21
286.48,3.00,-2.41,0.94,6.57,MISS,0.45
325.27,3.00,-0.15,1.00,2.24,MISS,-0.19
332.63,3.00,-0.14,1.00,5.87,HIT,-0.06
279.87,3.00,0.81,0.00,7.96,BULLETHITBULLET,0.58
283.32,3.00,0.10,1.00,2.00,MISS,0.93
281.82,3.00,0.71,0.00,7.97,MISS,-0.07
280.00,3.00,-0.53,0.50,7.98,BULLETHITBULLET,-0.02
312.04,3.00,2.77,0.89,5.32,MISS,-0.31
338.85,3.00,-5.79,-0.00,5.52,MISS,-0.39
355.41,3.00,2.64,0.00,7.55,BULLETHITBULLET,0.27
315.90,3.00,1.69,0.93,4.17,MISS,0.91
384.18,3.00,-2.89,0.00,7.46,MISS,-0.26
367.81,3.00,1.55,0.92,3.69,MISS,0.97
406.55,3.00,1.99,0.96,6.71,MISS,0.97
402.38,3.00,2.31,-0.00,7.66,MISS,0.99
431.29,3.00,-0.26,-0.00,8.00,HIT,0.57
556.28,0.20,-2.01,0.94,5.65,MISS,0.54
567.94,0.20,-1.64,0.88,3.09,MISS,0.60
533.99,0.20,-1.49,-1.86,3.71,MISS,0.49
477.72,0.20,-4.54,0.00,6.59,HIT,0.34
447.14,0.20,-3.64,0.85,5.98,MISS,0.46
442.61,0.20,-0.78,-1.93,2.90,MISS,0.24
596.45,3.00,1.86,-0.00,7.78,MISS,-0.66
598.22,3.00,0.63,0.98,2.93,MISS,0.84
518.69,3.00,-0.20,0.00,8.00,HIT,0.74
360.03,3.00,-2.90,0.00,7.46,MISS,0.65
302.05,3.00,1.81,0.00,7.79,MISS,0.15
414.36,3.00,-0.05,1.49,0.50,MISS,-0.57
456.87,3.00,-0.45,0.98,2.25,MISS,0.99
441.74,3.00,-1.25,-0.00,7.90,MISS,1.00
424.50,3.00,-1.00,-0.00,7.94,MISS,0.89
469.34,3.00,2.52,-0.00,7.59,MISS,0.84
562.21,3.00,2.11,-0.00,7.72,MISS,0.83
604.85,3.00,1.76,-0.00,7.80,MISS,0.66
614.78,3.00,0.41,1.00,7.99,MISS,0.19
623.58,3.00,0.85,-0.00,7.95,MISS,0.06
639.99,3.00,-0.02,1.50,0.50,HIT,-0.07
643.22,3.00,0.10,1.00,5.74,MISS,0.12
648.57,3.00,-0.17,1.00,1.99,MISS,-0.21
658.71,3.00,1.69,0.98,7.82,MISS,-0.44
666.06,3.00,-1.35,0.97,5.85,MISS,0.46
611.49,3.00,-1.33,0.99,7.89,MISS,0.13
531.65,3.00,-0.98,0.99,5.92,MISS,-0.24
518.46,3.00,-0.15,-2.00,4.00,MISS,-0.48
544.22,3.00,-0.75,0.99,5.70,MISS,0.41
514.74,3.00,-1.12,0.99,6.91,MISS,0.21
480.34,3.00,-1.11,-0.00,7.92,HIT,0.15
530.03,3.00,1.22,-0.00,7.91,BULLETHITBULLET,0.38
498.34,3.00,1.34,0.00,7.89,MISS,-0.32
542.71,3.00,1.19,0.97,4.86,MISS,-0.46
561.82,3.00,-0.57,-1.96,2.94,MISS,0.65
624.87,3.00,1.89,0.00,7.77,MISS,0.07
641.84,3.00,1.47,-1.94,5.82,MISS,-0.39
547.95,3.00,0.19,0.99,1.49,MISS,0.64
564.10,3.00,-0.78,-0.00,7.96,MISS,0.25
559.09,3.00,-1.77,-0.00,7.80,MISS,-0.34
563.94,3.00,0.08,1.00,1.00,MISS,0.52
624.30,3.00,-0.06,0.00,8.00,MISS,0.13
654.34,3.00,0.89,0.00,7.95,MISS,-0.25
692.60,3.00,-0.04,-2.00,4.00,MISS,-0.61
717.13,3.00,-2.93,-0.00,7.44,MISS,0.57
705.20,3.00,-1.69,0.96,5.76,MISS,0.47
689.90,3.00,-0.48,0.98,2.20,MISS,0.24
678.42,3.00,0.12,-0.00,8.00,MISS,-0.11
684.26,3.00,0.31,0.99,2.98,MISS,-0.40
709.07,3.00,0.10,-1.99,0.99,MISS,-0.52
644.03,3.00,0.10,1.47,0.49,MISS,-0.32
603.90,3.00,-1.02,0.94,2.82,MISS,-0.09
581.90,3.00,-1.16,0.99,6.90,MISS,-0.46
625.80,3.00,-0.26,1.00,3.24,MISS,0.50
629.16,3.00,-0.25,-0.00,8.00,MISS,0.08
641.66,0.20,0.84,0.99,6.45,MISS,-0.59
626.12,0.20,-1.23,0.00,7.91,BULLETHITBULLET,0.65
630.92,3.00,0.22,1.00,2.49,MISS,-0.26
642.53,0.20,-0.84,0.97,3.14,MISS,0.81
617.46,0.20,-0.29,-2.00,4.99,MISS,-0.31
595.33,0.20,-0.22,-1.99,2.99,HIT,-0.85
610.42,0.20,0.44,-0.00,7.99,MISS,-0.32
585.11,0.20,-0.38,1.00,6.99,MISS,0.27
732.15,3.00,1.29,0.00,7.90,BULLETHITBULLET,0.37
732.34,3.00,0.46,1.00,6.99,MISS,0.06
741.07,3.00,1.44,0.00,7.87,MISS,0.04
691.40,3.00,1.72,-0.00,7.81,BULLETHITBULLET,0.18
686.71,3.00,1.35,-0.00,7.89,BULLETHITBULLET,-0.05
640.93,3.00,-1.22,0.96,4.46,MISS,-0.14
560.78,3.00,-2.62,0.00,7.56,MISS,-0.32
548.73,3.00,0.65,0.99,4.96,MISS,0.35
577.82,3.00,0.87,-0.00,7.95,MISS,-0.08
614.50,3.00,1.39,-1.92,4.80,MISS,-0.58
610.97,3.00,-0.88,0.94,2.47,MISS,0.62
582.39,3.00,-1.97,0.94,5.67,MISS,0.28
552.83,3.00,-1.91,0.00,7.77,MISS,-0.23
561.59,3.00,-0.00,2.00,0.00,MISS,0.49
616.34,3.00,-1.41,0.98,7.62,MISS,0.18
